FilmId,Title,Rating,Year,Duration,Countries,Genres,ShortDescription,Director,Actors
45146,Любовь и голуби,8.3,1984,107,СССР,"мелодрама, комедия",Вася пытается заслужить прощения у семьи. Мощнейший актерский состав под руководством Владимира Меньшова,Владимир Меньшов,"Александр Михайлов, Нина Дорошина, Людмила Гурченко, Сергей Юрский, Наталья Тенякова, Янина Лисовская, Игорь Лях, Лада Сизоненко, Владимир Меньшов, Константин Михайлов"
775273,Душа,8.4,2020,106,США,"приключения, фэнтези, комедия, музыка, мультфильм, семейный",Джазмен хочет сбежать с того света на концерт. Фантазия о призвании и важных мелочах жизни от автора «Вверх»,Кемп Пауэрс,"Джейми Фокс, Тина Фей, Грэм Нортон, Рэйчел Хаус, Анджела Бассетт, Алиси Брага, Ричард Айоади, Филисия Рашад, Доннел Роулингс, Сэм Лаваньино, , Амир-Халиб Томпсон, Кора Шампомье, , Марго Холл, Давид Диггс, Родесса Джонс, Уэс Стьюди, Сакина Джэффри, Форчун Феймстер, Кэлам Грант, Лаура Муни, Пегги Флуд, Зенобия Шрофф, Джун Скуибб, Очува Оги, Дженни Тирадо, Кэти Кавадини, Дориан Локетт, Дорис Бурк, Роналдо Дель Кармен, Эстер Чхэ, Элисапи Айзек, Маркус Шелби, Улка Моханти, Джордж Винсент, , Айли Хирвонен, , , Грэйсен Ньютон, Джон Ратценбергер, Люсия Струс"
44027,Судьба человека,8.4,1959,97,СССР,"драма, военный","Советский шофер попадает в концлагерь, но не падает духом. Драма Сергея Бондарчука с ним же в главной роли",Сергей Бондарчук,"Сергей Бондарчук, Павел Полунин, Зинаида Кириенко, Павел Волков, Юрий Аверин, Кирилл Алексеев, Павел Винников, Евгений Тетерин, Анатолий Чемодуров, Лев Борисов, Георгий Шаповалов, Николай Апарин, Вячеслав Березко, Владимир Иванов, Евгений Кудряшёв, Виктор Маркин, Николай Печенцов, Андрей Пунтус, Петр Савин, А. Стрельников, Георгий Милляр, Евгения Мельникова, Александр Новиков, Александр Кузнецов, Евгений Моргунов"
42736,Офицеры,8.5,1971,91,СССР,"драма, мелодрама, военный",Войны и время не смогли порвать связь между судьбами Алексея и Ивана. Советская драма о дружбе длиною в жизнь ,Владимир Роговой,"Георгий Юматов, Василий Лановой, Алина Покровская, Александр Воеводин, Наталья Рычагова, Владимир Дружников, Андрей Громов, Юрий Сорокин, Шаджан Акмухамедов, Евгений Весник, Муза Крепкогорская, Николай Горлов, Арнольд Алтмяэ, Назар Бекмиев, Роберт Чумак, Борис Гитин, Дж. Микова, Ж. Митяков, Р. Мусатов, Лев Потемкин, А. Реджепов, Валерий Рыжаков, Станислав Симонов, Евгений Супонев, Алексей Смирнов, В. Юхно, Владимир Златоустовский, Петр Тимофеев, Виктор Проскурин, Георгий Дворников, Валерий Пушкарев, Анатолий Соболев, Александр Петров, Виктор Михрюков, А. Бондаренко, Ш. Акмухаммедов, Аркадий Смирнов"
1108577,Зеленая книга,8.4,2018,130,"США, Китай","драма, биография, комедия",Путешествие итальянца-вышибалы и чернокожего пианиста по Америке 1960-х. «Оскар» за лучший фильм,Питер Фаррелли,"Вигго Мортенсен, Махершала Али, Линда Карделлини, Себастьян Манискалко, Димитар Маринов, Майк Хаттон, П.Дж. Бирн, Джо Кортезе, Мэгги Никсон, Фон Льюис, Джон Сортлэнд, Дон Старк, Энтони Мангано, Пол Слоун, Куинн Даффи, Сет Харвитц, Хадсон Гэлловэй, Гэвин Лайл Фоли, Родольфо Валлелонга, Луис Венере, Фрэнк Валлелонга, Дон ДиПетта, Дженна Лауренцо, Сьюхила Эль-Аттар, Кеннет Израэль, Деррик Спирс, Джонни Уильямс, Рендал Гонсалес, Икбал Теба, Шэрон Ландри, Ник Валлелонга, Майк Черроне, Питер Габб, Гертруда Сигле, Джеральдин Сингер, Рон Флагг, Мартин Бэтс Брэдфорд, Тед Хукаби, Грэйлен Брайант Бэнкс, Сэм Мэлоун, Флойд Майлз, Дэвид Каллауэй, Джеймс У. Эвермор, Харрисон Стоун, Рики Мьюз, Том Вирту, Кристина Симпкинс, Кермит Бёрнс, Линдсэй Брайс, Шэйн Пэртлоу, Дэниэл Грин, Брайан Дистанс, Крэйг ДиФранкиа, Дэннис В. Холл, Лесли Кастэй, Дэвид Симпсон, Джим Клок, Билли Брид, Дэйн Родс, Брайан Степанек, Джон Дэвис, Монтрель Миллер, Нинджа Н. Деву, Брайан Хэйес Карри, Итан Эйрхарт, Лекси Элизабет Одлер, Бретт Бьюбэй, , Расти Бург, Трэйси Бразертон, Ребекка Чулью, Джей Конлин, Джон Карри, Карен Далферес, Дуглас ДеЛисл, Джаред Дреннан, Джон Фредерик, Уилльям Е. Харрис, Шон Брэдли Хофер, Лина Хеберт, Джессика Андервуд Джеймс, Джеки Дженкинс мл., Андреанна Л Дженсон, , Карн Калра, Стив Киш, Джеффри Клеммер, Кен Найт, Кейт Куэнь, Эмили ЛаГру, Синтия ЛеБланк, Элтон ЛеБланк, Брюс Винсент Логан, Тоня Мальдонадо, Фил Мейер, Арнольд Монти, Лауретта Моррисон, , Шэйн Пагано, , Рон Эм Паттерсон, Джеффри Райсден, Линдсэй Смолл, Тони Чепмен Стил, Майк Янг"
63991,Пираты Карибского моря: Сундук мертвеца,8.1,2006,151,США,"приключения, боевик, фэнтези",Джек Воробей и друзья выступают против морских гадов с «Летучего голландца». Вторая часть пиратской киносаги,Гор Вербински,"Джонни Депп, Орландо Блум, Кира Найтли, Джек Девенпорт, Билл Найи, Стеллан Скарсгард, Кевин МакНэлли, Ли Аренберг, Макензи Крук, Том Холландер, Джонатан Прайс, Дэвид Бэйли, Наоми Харрис, Мартин Клебба, Дэвид Скофилд, Алекс Нортон, Джеффри Раш, Лорен Мехер, Ней Эдамсон, Джимми Руссунис, Морэй Тредуэлл, Сан Шелла, Джим Коуди Уильямс, Майкл Миранда, Люк де Вулфсон, Деррик О’Коннор, Жорж Трилла, Исраель Адурамо, Джерри О’Брайэн, Дермот Кини, Клайв Эшборн, Робби Ги, Нил Панласигю, Мэттью Бауэр, Макс Бейкер, Стив Спайрс, Джон Босуолл, Уинстон Эллис, Кристофер Адамсон, Энди Беквит, Джонатан Линсли, Сильвер, Саймон Микок, Натсуко Охама, Джози Дапар, Ванесса Бренч, Дэвид Стерн, Дэвид Кийес, Энтони Патрицио, Бэрри МакЭвой, Майкл Энрайт, Эрнандо Молина, Джон Маккей, Спайдер Мэдисон, Бад Мэтис, Марко Хэнлиэн, Дэвид Захедиан, Фаузи Брахими, Джонатан Лимбо, Алекс Конг, Хо-Кван Тсе, Регги Ли, Ле Джон, Кристофер С. Кэпп, Феликс Кастро, Майк Хаберехт, Рудольф МакКолам, Герард Дж. Рейс, М. Скотт Шилдс, Кристофер Салливан, Крэйг Томсон, Фред Тофт, Клаудия Адамс, Хайати Акбаш, Стефен Ананикз, Питер Дональд Бадаламенти II, Марк Беделл, Нэйтан Белт, Расти ЛонУэти, Рон Боттитта, , Гай Чэпман, Чадвик Дж. Коулмэн, Нейл ДеМонти, Брайан Фельдман, Джеральд Гарнер, , Дэвид Хэдингер, Александр Холл, Сэмми Ханратти, Рэнди Херман, Патрик Хьюм, Дэлон Хантингтон, Пол Джейкобсон, Энтони В. Джонсон, Шэрон Джордан, Марк Джозеф, Джейсон Кэйкбин, , Джонатан Кайт, Кен Лэлли, , Джеймс С. Левайн, Майкл А. Ливайн, Эрвин Лопез, Фред Маске, Энн Мэтьюз, , Роэн Мера, , Джош Миллс, Кори Монтгомери, Ричард Перез, Аарон Пичел, Дэвид Питчер, Николас Рид, Крис Рейд, Карли Ротенберг, Эрин Шарки, Гари Зиверс, Опендер Сингх, Александр Сунцов, Джозеф Стивен, Хезер Стаут, Теган Саммер, Крис Саймондс, Майкл Саймондс, Джей Тапаоан, Рубен Валдез, Крэйг Роберт Янг, Томми Зандали"
81314,Отступники,8.5,2006,151,"США, Гонконг","триллер, драма, криминал",,Мартин Скорсезе,"Леонардо ДиКаприо, Мэтт Дэймон, Джек Николсон, Марк Уолберг, Мартин Шин, Рэй Уинстон, Вера Фармига, Энтони Андерсон, Алек Болдуин, Кевин Корригэн, Джеймс Бэдж Дэйл, Дэвид О’Хара, Марк Ролстон, Роберт Уолберг, Кристен Далтон, Томас Б. Даффи, Ричард Хьюз, Дж.С. МакКензи, Мэри Клуг, Пег Хольцмер, Роберт «Тоши» Кар Юэнь Чан, Гардип Сингх, Армен Гаро, Джон Ченатьемпо, Джозеф Риккобене, Билли Смит, Лиман Чен, Кевин П. МакКарти, Крис Фишер, Брайан Смиж, Уильям Северс, Ларри Митчелл, Энтони Эстрелла, Эндрю Бревинг, Трэйси Палео, Дуглас Кросби, Дороти Лиман, Одри Дж. Нинан, Фрэнк Малликот, Паула Демерс, Конор Донован, Аманда Линч, Сэлли Туссэн, Патрик Коппола, Мик О’Рурк, Дебора Карлсон, Нелли Скиутто, Питер Уэлш, Генри Юк, Дэннис Линч, Майкл Байрон, Уильям Ли, Джон Ру, Питер Крафтс, Джозеф П. Рейди, Джон Фаррер, Пэрис Карунос, Брайан Хейли, Терри Серпико, Джей Джанноне, Джон Полс, Бо Клири, Дэвид Конли, Виктор Чан, Джилл Браун, Сара Фиарон, Том Кемп, Денес Джордж, Захари Поликс, Дэниэл Ф. Ристин мл., Френсис П. Хьюз, Джонни Чикко, Чэнс Келли, Шэй Даффин, , Кеннет Стоддард, Джеффри Винтер, Пэдди Каррен, Марк Филип Патрик, Дэвид Фишер, Уолтер Й.Ф. Вонг, Тони М. Йи, Франческа Скорсезе, Алекс Моррис, Эмма Тиллинджер Коскофф, Крэйг Кастальдо, Анджелис Александрис, Джеймс П. Андерсон, Эндрю Анинсман, , Дион Байя, Такуми Бандо, Винсент Бивона, Эрик Бруно Боргман, Дэвид Бостон, Трэйси Бреннан, Джошуа Браун, Брендан Бурк, Кадролша Она Кароле, Шена Карр, Крис Чинн, Вик Клэй, Дезире Эйприл Коннолли, Джеффри Кораццини, Эд Каффе, , , Бадди Долан, Джим Эванс, Марк Фальво, Джеймс Майкл Фаррелл, Дирдри Фицпатрик, Стив Флинн, Шон Фогарти, Джим Форд, Джон Франки, Лорр Фритчи, Труди Гудман, Маккензи Хоу, Марк Хэмпхилл, Питер Ким, Лондон Ким, Минг Хо Кум, Генри Кван, Генри Лаун, Кристал Лисбон, Стив Лорд, Ребекка Лав, , Фрэнк Манкусо, Оливер Мартин, Адам Масник, Джек МакКалло, Пол МакДжилликадди, Арнольд Монти, Мэлаки Мюррэй, Роберт Майерс, Джозеф Оливейра, Тодд Петерсон, , Николас Куилтер, Ральф Реджин, Османи Родригес, Альфредо Суарез, Стив Скарфо, Билли Сильвия, Джон Уэйлэнд Сомерс, Лоуренс Камерон Стил, Стрим, , Виктор Уоррен, Донна Вонг, Дэррил Ву, Кеннет Дж. Йонг, Гэйл Юдейн, Джозеф Дзампарелли"
725190,Одержимость,8.3,2013,106,США,"драма, музыка","Юный барабанщик на тернистом пути к величию. Остросюжетная драма Дэмьена Шазелла, отмеченная тремя «Оскарами»",Дэмьен Шазелл,"Майлз Теллер, Дж.К. Симмонс, Пол Райзер, Мелисса Бенойст, Остин Стоуэлл, Нат Лэнг, Крис Малки, Дэймон Гаптон, Сюанн Споук, Макс Кэш, Чарли Йен, Джэйсон Блэр, Кофи Сирибо, Кавита Патил, С.Дж. Вана, Тарик Лоу, Тайлер Кимболл, Рожелио Дуглас мл., Адриан Буркс, Кэлвин Уинбуш, Джозеф Бруно, Майкл Коэн, Жослин Андерсон, Кинэн Хенсон, Джанет Хоскинс, Эйприл Грэйс, , Маркус Хендерсон, Тони Бэйкер, Генри Дж. Сандерс, Сэм Камписи, Джимми Киркпатрик, Кинэн Аллен, Эйинд Вон, Шай Голан, Янси Уэллс, , , , Кики Леа Кэмпбелл, Дэмиен Коутс, , Стивен Хсю, Херман Йохансен, Уэнди Ли, Дакота Люпо, Джесси Митчелл, Арнольд Монти, Аманда Ньюман, Джозеф Оливейра, , , , Мишель Руфф, , Тиан Ванг, "
4871,Запах женщины,8.4,1992,156,США,драма,Слепой полковник едет кутить в Нью-Йорк под присмотром бедного студента. Заслуженный «Оскар» Аль Пачино,Мартин Брест,"Аль Пачино, Крис О’Доннелл, Джеймс Ребхорн, Габриель Анвар, Филип Сеймур Хоффман, Ричард Венчур, Брэдли Уитфорд, Рошель Оливер, Маргарет Эджинтон, Том Риис Фаррелл, Николас Сэдлер, Тодд Луисо, Мэтт Смит, Джин Кэнфилд, Фрэнсис Конрой, Джун Скуибб, Рон Элдард, Сэлли Мерфи, Майкл Санторо, Элисон Фельдман, Эрика Фельдман, Джулиан Стейн, Макс Стейн, Ан Дуонг, Леонард Гейнс, Дэвид Лэнсбери, Джозеф Палмас, Бакстер Харрис, Фрэнси Свифт, Майкл Саймон, Уильям Бекуив, Мансур Наджи-улла, Дж.Т. Кромуэлл, Питер Карю, Пол Стокер, Майк Лисенко, Дивина Кук, , Расселл Гибсон, Дэн Гиффорд, Карло Джулиано, , , Люк Л. Хансен, Кеннет Кополович, Джек Малкэи, Эрик Рейд Шредер, Люси Смит, Пол Зиммерман"
346,12 разгневанных мужчин,8.5,1956,96,США,"драма, криминал, детектив",,Сидни Люмет,"Генри Фонда, Мартин Болсам, Ли Дж. Кобб, Джозеф Суини, Эд Бегли, Джордж Восковек, Джон Фидлер, Э. Г. Маршалл, Джек Клагмен, Эд Биннс, Джек Уорден, Роберт Уэббер, Руди Бонд, Том Горман, Джеймс Келли, Билл Нельсон, Джон Сэвока, Уолтер Стокер"
44168,Девчата,8.4,1962,92,СССР,"мелодрама, комедия","Юная повариха привносит жизни в маленький сибирский поселок. Фильм-эпоха, воспитавший не одно поколение",Юрий Чулюкин,"Надежда Румянцева, Николай Рыбников, Люсьена Овчинникова, Станислав Хитров, Инна Макарова, Светлана Дружинина, Нина Меньшикова, Роман Филиппов, Михаил Пуговкин, Анатолий Адоскин, Алексей Крыченков, Николай Погодин, Виктор Байков, Петр Кирюткин, Иван Косых, Галина Стаханова, Михаил Кокшенов, Ольга Шахова"
387556,Хатико: Самый верный друг,8.3,2008,89,"США, Великобритания","драма, биография, семейный","Преданный пес каждый день встречает хозяина на вокзале, что бы ни случилось. История, которая потрясла мир",Лассе Халльстрём,"Ричард Гир, Джоан Аллен, Кэри-Хироюки Тагава, Сара Ремер, Джейсон Александер, Эрик Авари, Давиния МакФэдден, Робби Саблетт, Кевин ДеКосте, Роб Деньян, Тора Халльстрём, Донна Сорбелло, Фрэнк С. Аронсон, Трой Доэрти, Йен Шерман, Тимоти Кроу, Денес Джордж, Блейк Фридман, Бейтс Уайлдер, Дэниэл Кирби, Глория Крист, Рич Третевэй, Томас Тинелл, Люк Аллард, Дэнни Алонги, Кира Арнольд, Эллен Бекео-Грэй, Дэвид Бостон, Гэйл Бугея, Роберт Капрон, Оскар Дж. Кастилло, Дезире Эйприл Коннолли, Дерек Кормье, Райан Культрера, Беки Деннис, Макс Дердериан, Винсент Дж. Ёрншоу, Шэйн Фаррелл, Джон Франки, Элизабет Фриман, Расселл Гибсон, Альберт Горни, Патрик Мэл Хэйес, Стивен Хоуитт, Майкл Келли, Мэри Кумджиан, Ребекка Косьцински, Мартин Монтана, Морган О’Брайэн, Эдвард Л. Папазян, Америко Прескутти, Донна Гли Рейм, Гари Роско, Эрик Райан, Бен Скиннер, Рич Скиннер, Рой Соуза, Дональд Варнок, Джозеф Дзампарелли"
46225,Бриллиантовая рука,8.5,1968,94,СССР,"криминал, комедия",Контрабандисты гоняются за примерным семьянином. Народная комедия с элементами абсурда от Леонида Гайдая ,Леонид Гайдай,"Юрий Никулин, Андрей Миронов, Анатолий Папанов, Нина Гребешкова, Станислав Чекан, Владимир Гуляев, Нонна Мордюкова, Светлана Светличная, Роман Филиппов, Григорий Шпигель, Леонид Каневский, Игорь Ясулович, Максим Никулин, Александра Лисютина, Александр Хвыля, Андрей Файт, Герман Качин, Евгения Мельникова, Татьяна Никулина, Виктория Островская, Георгий Светлани, Николай Трофимов, Виктор Уральский, Аполлон Ячницкий, Иван Жеваго, Леонид Плешаков, Николай Романов, Дмитрий Николаев, Игорь Василенко, Константин Мазанов, Серафима Холина, Лев Поляков, Леонид Гайдай, Рафаэль Котанджян, Александр Козубский, Вадим Витвицкий"
195334,Престиж,8.5,2006,125,"США, Великобритания","триллер, драма, детектив, фантастика",Вражда двух иллюзионистов выходит на новый уровень. Фильм Кристофера Нолана с Дэвидом Боуи в роли Николы Теслы,Кристофер Нолан,"Хью Джекман, Кристиан Бэйл, Майкл Кейн, Пайпер Перабо, Ребекка Холл, Скарлетт Йоханссон, Саманта Мэхурин, Дэвид Боуи, Энди Серкис, Дэниэл Дэвис, Джим Пиддок, Кристофер Ним, Марк Райан, Роджер Рис, Джэми Харрис, Монти Стюарт, Рон Перкинс, Рики Джей, Дж. Пол Мур, Энтони Де Марко, Чао Ли Чи, Грегори Хэмпфри, Джон Б. Край, Уильям Морган Шеппард, Шон Хоус, Джули Санфорд, Эзра Баззингтон, Джеймс Ланкастер, Оливия Мерг, Зои Мерг, Джонни Лиска, Расс Фега, Кевин Уилл, Эдвард Хибберт, Кристофер Джаджес, Джеймс Отис, Сэм Меннинг, Брайан Тахэш, Скотт Дэвис, Джоди Бьянка Уайз, Никки Глик, Енн Рейтел, Клайв Кеннеди, Роб Арбогаст, Крис Кливлэнд, , , Бейзил МакКарри, Марти Кэрролл, Эрин Чиполетти, , Эрни Хайнц, Тим Пиллери, Венди Рософф, Гари Зиверс, Инна Сванн, Доун Апшоу, Дианна Линн, Джесси Вильде"
444,Терминатор 2: Судный день,8.3,1991,137,США,"триллер, фантастика, боевик",Роботы из будущего воюют за спасителя человечества. Культовое кино от Джеймса Кэмерона,Джеймс Кэмерон,"Арнольд Шварценеггер, Линда Хэмилтон, Эдвард Ферлонг, Роберт Патрик, Эрл Боэн, Джо Мортон, С. Ипейта Меркерсон, Кастуло Герра, Дэнни Кукси, Дженетт Голдстин, Ксандер Беркли, Лесли Хэмилтон Геррен, Кен Гиббел, Роберт Уинли, Питер Шрум, Шэйн Уайлдер, Майкл Эдвардс, Джаред Лоунсбери, Кэйси Чавез, Энналлс Берл, Дон Лейк, Ричард Видан, Том МакДональд, Джим Палмер, Джерард Дж. Уильямс, Гвенда Дикон, Дон Стэнтон, Дэн Стэнтон, Колин Патрик Линч, Ноэл Эвангелисти, Никки Кокс, Лиза Бринегар, Девон Никсон, Тони Саймотс, Дайан Родригес, Далтон Эбботт, Рон Янг, Чарльз Роберт Браун, Абдул Салаам Эль Раззас, Майк Мускат, Дин Норрис, Чарльз А. Тамбурро, Дж. Роб Джордан, Терренс Эванс, Денни Пирс, Марк Кристофер Лоуренс, Пэт Коури, Ван Линг, Майкл Альбанезе, Эд Арнесон, Брэт А. Арнольд, Дин Бланк, Дебра Кэйси, Джим Даль, Мартин Делюка, , , Такао Комине, Джоэль Крамер, Энн Меррем, Мик Роджерс, , Скотт Шоу, Стивен Стеар, Свен-Оле Торсен, Рэнди Уокер, Уильям Уишер мл."
63912,Укрощение строптивого,8.4,1980,107,Италия,"мелодрама, комедия",Красавица Лиза перевоспитывает заядлого холостяка. Шекспировские страсти с Адриано Челентано и Орнеллой Мути,Джузеппе Моччиа,"Адриано Челентано, Орнелла Мути, Эдит Питерс, Пиппо Сантонастасо, Милли Карлуччи, Сандро Гиани, Николя Дель Буоно, Энцо Де Тома, Винченцо Де Тома, Джимми иль Феномено, Елена Мари, , Гвидо Спадеа, Марко Колумбро, Джанна Колетти, Массимо Мирани, Виктор Полетти, Джузеппе Сантобуоно, Луиджи Ува, Луиджи Пелитти, Джанни Франко, Роберто Жарди, Маурицио Фардо, Франческо Папи, Лучиано Фино, Паоло Тарквини, Винченцо Триподи, Флора Кароселло, Массимо Бушеми"
775276,Зверополис,8.3,2016,108,США,"криминал, детектив, приключения, комедия, мультфильм, семейный",Отважная крольчиха делает карьеру в полиции звериного города. Оскароносная комедия с серьезным подтекстом,Джаред Буш,"Джиннифер Гудвин, Джейсон Бейтман, Идрис Эльба, Дженни Слейт, Нейт Торренс, Бонни Хант, Дон Лейк, Томми Чонг, Дж.К. Симмонс, Октавия Спенсер, Алан Тьюдик, Шакира, Рэймонд С. Перси, Делла Саба, Морис ЛаМарш, Фил Джонстон, Фуския, Джон Ди Маджио, Кэти Лоус, Гита Редди, Джесси Корти, Том ’Тайни’ Листер мл., Джошуа Даллас, Леа Лэтэм, Рич Мур, Кэт Суси, Питер Мэнсбридж, Байрон Ховард, Джаред Буш, Марк Смит, Джози Тринидад, Джон Лэвэлл, Кристен Белл, Эвелин Уилсон Бреси, Хьюит Буш, Джилл Кордес, Мадлен Карри, Терри Дуглас, Мелисса Гудвин Шеперд, Зак Кинг, Дэйв Когут, Джереми Милтон, Паке Полсен, Фабьен Роули, Брэд Симонсен, Клер К. Смит, Джексон Штайн, Дэвид А. Тибодо, Джон Уилер, Ханна Дж. Уильямс, Николас Гест, "
4541,Шоу Трумана,8.3,1998,103,США,"драма, комедия","Благополучный страховой агент обнаруживает, что он — герой реалити-шоу. Джим Керри в пророческой антиутопии",Питер Уир,"Джим Керри, Лора Линни, Ноа Эммерих, Наташа МакЭлхоун, Эд Харрис, Холланд Тейлор, Брайан Дилейт, Пол Джаматти, Гарри Ширер, Филип Бейкер Холл, Блэр Слэйтер, Питер Краузе, Хайди Шанц, Рон Тейлор, Дон Тейлор, Тед Рэймонд, Джуди Клэйтон, Фриц Доминик, Энджел Шмидт, Настасия Шмийдт, Мюриэль Мур, Мэл Джонс, Джадсон Вон, Эрл Хиллиард мл., Дэвид Эндрю Нэш, Джим Тауэрс, Саванна Своффорд, Энтони Короне, Марио Эрнесто Санчес, Джон Роселиус, Кэйд Коутс, Марсия ДеБонис, Сэм Китчин, Себастьян Янблад, Дэйв Кори, Марк Алан Гиллотт, Джей Сейтер, Тони Тодд, Марко Рубео, Дэррил Дэвис, Роберт Дэвис, Р.Дж. Мёрдок, Мэттью МакДонаф, Ларри Макдауэлл, Джозеф Лукус, Логан Киркси, Адам Томей, Уна Дэймон, Джон Плешетт, Филип Гласс, Джон Прамик, О-Лан Джонс, Криста Линн Лэндолфи, Джо Миньярес, Аль Фостер, Зуанн Лерой, Милли Слэвин, Терри Камиллери, Донна Харди, Жанетт Миллер, Джоэль Маккиннон Миллер, Том Симмонс, Сьюзэн Анджело, Карли Смига, Юдзи Окумото, Киёко Ямагути, Саэми Накамура, Джэйк Эберли, Мелисса Фицджералд, Сержиу Като, Марк Маколей, Майкл Дж. МакАлистер, Микалин МакКормик, Арнольд Монти, Лорин Мур, Кортни Пакиз, Кевин Д. Росс, Джозеф Рай, Эрика Тейлор, Джен Тейлор, А. Маршал Уорд"
